koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,label
CANDIDATE,0,0,0,0,16.15811112,7.393e-05,-7.393e-05,143.00233,0.00363,-0.00363,2454976.002,0.00363,-0.00363,1.8572,0.0984,-0.5537,6.049,0.187,-0.187,2319.8,68.1,-68.1,0.902495,0.097438,-0.53693,0.04658,0.01914,-0.01018,86.13,36.08,-6.6,0.1233,77.35,660.0,44.83,57.04,-10.68,8.63,3.5,-3.5,0.0,0.0,0.2466,0.43,28.548334,45.10528,52.8,4,67.0,1.0,,5619.0,173.0,-156.0,4.536,0.03,-0.291,0.02,0.22,-0.26,0.874,0.366,-0.067,0.956,0.088,-0.092,296.38229,48.045311,15.488,16.084,15.416,15.233,15.129,14.11,13.804,13.859,0.116,19.7588182,5.7e-06,48.045233,5.9e-05,-0.01,0.2,-0.28,0.21,-0.00038,0.00056,-0.00048,0.00067,1.69,0.44,-2.67,0.62,3.16,0.76,1.54,0.43,-2.81,0.58,3.2,0.71,2
FALSE POSITIVE,0,0,0,0,67.69213907,6.02e-05,-6.02e-05,138.534171,0.000701,-0.000701,2454971.534,0.000701,-0.000701,0.5581,0.0024,-0.0028,51.349,0.0428,-0.0428,25457.0,77.8,-77.8,0.150573,0.000185,-0.000274,0.00434,2e-05,-4e-05,175.98,72.71,-110.2,0.4337,87.09,1173.0,448.21,536.28,-396.39,10.168,0.0469,-0.0469,0.0,0.0,0.2465,0.4252,,,1328.2,1,,,,5355.0,129.0,-246.0,2.754,0.587,-0.176,-0.5,0.3,-0.26,10.703,4.422,-6.705,2.372,0.423,-1.225,293.47363,46.970402,10.7,11.356,10.653,10.419,10.295,9.183,8.743,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,1
CONFIRMED,0,0,0,0,12.06222962,2.75e-05,-2.75e-05,138.22229,0.00177,-0.00177,2454971.222,0.00177,-0.00177,0.392,0.044,-0.392,2.0584,0.0572,-0.0572,300.2,10.8,-10.8,0.015945,0.000269,-0.000666,9.61332,3.62478,-1.43945,1.62,0.21,-0.13,0.0993,89.47,750.0,74.8,27.47,-17.09,42.0,15.8,-15.8,0.0,0.0,0.2327,0.4526,5.5237393,27.932955,32.4,1,89.0,1.0,0.5122,5547.0,99.0,-110.0,4.451,0.076,-0.093,0.0,0.15,-0.15,0.933,0.12,-0.08,0.897,0.061,-0.05,296.49612,47.182861,13.581,14.077,13.534,13.368,13.3,12.354,11.998,11.931,0.483,19.766412,1.1e-05,47.18274,0.00013,0.11,0.41,-0.42,0.46,-6e-05,0.00012,7e-05,0.00013,0.15,0.18,0.0,0.19,0.15,0.18,0.03,0.18,-0.13,0.22,0.14,0.2,0
CONFIRMED,0,0,0,0,9.93146307,5.186e-05,-5.186e-05,136.49128,0.00442,-0.00442,2454969.491,0.00442,-0.00442,0.037,0.408,-0.037,5.678,0.127,-0.127,398.6,16.4,-16.4,0.018094,0.000728,-0.000421,0.48317,0.01261,-0.1918,2.41,0.39,-0.35,0.0915,89.84,931.0,177.83,74.92,-54.5,13.607,0.355,-0.355,0.0,0.0,0.2555,0.4191,4.5302844,22.90132,26.2,2,137.0,1.0,0.4828,5782.0,78.0,-78.0,4.28,0.137,-0.112,0.16,0.15,-0.15,1.22,0.196,-0.176,1.035,0.079,-0.063,291.49942,37.05928,15.214,15.743,15.17,14.988,14.927,13.998,13.664,13.621,0.0,19.43332,1.5e-05,37.05924,0.00016,1.06,0.64,-0.13,0.59,-0.00032,0.00025,-0.00045,0.00024,-0.18,0.5,-0.13,0.35,0.22,0.54,-0.05,0.47,-0.09,0.35,0.1,0.47,0
CONFIRMED,0,0,0,0,21.85362905,9.226e-05,-9.226e-05,144.32031,0.00379,-0.00379,2454977.32,0.00379,-0.00379,0.676,0.035,-0.511,3.439,0.108,-0.108,355.6,16.7,-16.7,0.018296,0.003946,-0.001116,2.00195,3.01982,-0.14022,1.75,0.47,-0.16,0.1515,88.95,618.0,34.57,26.7,-8.92,37.0,13.9,-13.9,0.0,0.0,0.2676,0.3928,4.4642453,19.608992,23.0,3,60.0,1.0,0.8839,5830.0,146.0,-161.0,4.54,0.044,-0.187,-0.14,0.3,-0.3,0.876,0.234,-0.078,0.97,0.099,-0.122,290.72867,37.252651,14.246,14.719,14.184,14.043,13.973,13.118,12.759,12.732,0.468,19.381915,1.5e-05,37.25229,0.00018,0.2,0.65,-1.31,0.65,-2e-05,0.00023,0.00015,0.00023,-0.11,0.52,-0.08,0.26,0.13,0.49,0.06,0.51,-0.04,0.25,0.07,0.41,0
CONFIRMED,0,0,0,0,8.19345065,7.089e-05,-7.089e-05,138.99617,0.00668,-0.00668,2454971.996,0.00668,-0.00668,0.815,0.149,-0.576,5.234,0.207,-0.207,115.4,7.6,-7.6,0.010952,0.001407,-0.001158,0.10554,0.39783,-0.08833,1.74,0.27,-0.4,0.0785,83.51,1144.0,405.75,180.0,-185.24,7.21,3.4,-3.4,0.0,0.0,0.2949,0.3354,3.9219823,9.742977,15.7,4,142.0,4.0,0.727,6021.0,120.0,-120.0,4.093,0.195,-0.105,-0.34,0.15,-0.15,1.458,0.226,-0.339,0.96,0.088,-0.08,293.08463,41.135441,14.348,14.645,14.281,14.221,14.202,13.37,13.146,13.11,0.501,19.538961,2.2e-05,41.13547,0.00023,-0.54,0.9,0.12,0.82,7.8e-05,9.6e-05,-1.8e-05,8.7e-05,0.0,0.65,-1.24,0.9,1.24,0.91,0.04,0.63,-1.31,0.79,1.31,0.79,0
FALSE POSITIVE,0,1,1,1,19.97867,5.87e-05,-5.87e-05,137.17061,0.0024,-0.0024,2454970.171,0.0024,-0.0024,0.923,0.006,-0.011,10.168,0.178,-0.178,944.3,13.0,-13.0,0.033104,0.000256,-0.000495,0.01637,0.00272,-0.00225,6.85,2.9,-1.56,0.1881,82.44,1351.0,788.02,997.18,-402.86,7.02,1.2,-1.2,0.0,0.0,0.2918,0.2025,40.636467,128.61981,86.2,1,69.0,1.0,0.0001,9651.0,272.0,-467.0,4.229,0.126,-0.234,0.07,0.15,-0.6,1.895,0.803,-0.432,2.219,0.396,-0.544,299.15353,40.286961,13.849,13.854,13.847,13.954,13.961,13.321,13.324,13.26,0.0,19.9439261,3.3e-06,40.29061,3.8e-05,14.75,0.14,13.14,0.14,-0.01005,9.7e-05,-0.009659,9.9e-05,4.171,0.073,4.031,0.07,5.801,0.073,4.111,0.07,4.175,0.072,5.86,0.071,1
CONFIRMED,0,0,0,0,41.8059544,0.0002153,-0.0002153,142.81919,0.00456,-0.00456,2454975.819,0.00456,-0.00456,0.029,0.428,-0.029,6.057,0.147,-0.147,434.4,17.8,-17.8,0.019015,0.000768,-0.000449,1.67728,0.10882,-0.56493,2.02,0.61,-0.26,0.2329,89.97,533.0,19.02,16.84,-6.42,53.71,3.5,-3.5,0.0,0.0,0.2916,0.3447,6.238813,23.559824,28.3,1,31.0,1.0,0.5405,5907.0,159.0,-195.0,4.445,0.084,-0.196,-0.16,0.3,-0.3,0.973,0.294,-0.126,0.961,0.132,-0.108,290.1315,41.3815,14.502,15.008,14.472,14.286,14.255,13.327,13.009,12.967,0.095,19.342107,1.4e-05,41.38167,0.00014,0.28,0.56,0.61,0.5,6e-05,0.00024,-0.00025,0.00021,0.05,0.22,0.01,0.19,0.05,0.22,-0.09,0.21,0.06,0.19,0.11,0.21,0
FALSE POSITIVE,0,1,1,0,15.45158184,8.522e-05,-8.522e-05,142.21096,0.00426,-0.00426,2454975.211,0.00426,-0.00426,0.636,0.297,-0.408,2.406,0.147,-0.147,85.3,5.1,-5.1,0.008928,0.001588,-0.000377,4.49762,5.67726,-0.50343,2.02,0.49,-0.41,0.1499,89.05,1285.0,643.83,467.09,-295.46,38.4,16.2,-16.2,0.0,0.0,0.3316,0.2377,6.801695,19.1527,21.0,1,90.0,1.0,0.9977,7839.0,216.0,-324.0,4.08,0.13,-0.159,0.21,0.15,-0.45,2.069,0.505,-0.413,1.878,0.172,-0.344,297.98123,41.44487,11.798,11.882,11.77,11.827,11.88,11.21,11.111,11.088,0.0,19.864146,1.6e-05,41.45233,0.00016,-51.37,0.63,26.85,0.58,0.004693,5.8e-05,-0.002438,5.3e-05,-10.567,0.077,5.833,0.069,12.07,0.075,-10.489,0.076,5.902,0.068,12.036,0.074,1
FALSE POSITIVE,0,1,0,0,89.698168533,4.405e-06,-4.405e-06,176.3060152,3.4e-05,-3.4e-05,2455009.306,3.4e-05,-3.4e-05,0.684,0.025,-0.023,5.5418,0.00466,-0.00466,273110.0,136.0,-136.0,0.590496,0.013534,-0.014958,13.15835,0.13462,-0.1503,102.08,26.76,-40.11,0.387,89.78,554.0,22.33,17.72,-15.14,177.54,1.8,-1.8,0.0,0.0,0.2998,0.3069,3056.0376,6984.414,3420.3,1,0.0,1.0,-1.0,6214.0,187.0,-206.0,4.021,0.392,-0.168,-0.58,0.3,-0.3,1.583,0.415,-0.622,0.959,0.139,-0.126,299.0209,44.17276,13.624,14.068,13.61,13.434,13.368,12.493,12.197,12.139,0.0,19.934726214,3.1e-08,44.17272902,3e-07,0.0083,0.0012,-0.1115,0.0011,0.001,0.035,-0.012,0.049,-0.001,0.067,0.004,0.067,0.005,0.067,-0.058,0.068,-0.069,0.068,0.09,0.069,1
FALSE POSITIVE,0,1,0,0,1.187352427,2.53e-07,-2.53e-07,133.465454,0.000176,-0.000176,2454966.465,0.000176,-0.000176,1.222,0.026,-0.029,4.999,0.0139,-0.0139,20703.0,37.3,-37.3,0.414215,0.023293,-0.024998,0.08194,0.00261,-0.00291,67.35,20.04,-16.42,0.0236,48.04,2251.0,6067.3,5334.23,-3101.3,1.8278,0.0582,-0.0582,0.0,0.0,0.311,0.2938,862.3436,3460.628,717.4,1,1127.0,1.0,0.4345,6424.0,179.0,-247.0,4.186,0.18,-0.18,-0.06,0.25,-0.3,1.489,0.443,-0.363,1.243,0.192,-0.192,285.06335,44.167885,13.623,13.939,13.558,13.488,,12.35,12.142,12.087,0.0,19.004226996,3.5e-08,44.16790369,4.1e-07,0.1199,0.0014,0.0637,0.0015,-7e-05,0.00073,0.0,0.001,0.008,0.067,0.006,0.067,0.01,0.067,0.145,0.068,0.083,0.067,0.167,0.068,1
FALSE POSITIVE,0,1,1,1,3.012476582,1.161e-06,-1.161e-06,135.259271,0.000298,-0.000298,2454968.259,0.000298,-0.000298,1.261,0.509,-0.102,3.1424,0.0155,-0.0155,1138.5,5.5,-5.5,0.294213,0.500395,-0.098038,0.03231,0.01798,-0.00243,65.25,19.12,-12.72,0.052,59.63,2371.0,7471.65,6472.63,-3492.78,2.493,0.694,-0.694,0.0,0.0,0.2935,0.2576,90.49962,372.38715,253.4,1,354.0,1.0,0.9839,8601.0,240.0,-412.0,4.137,0.098,-0.182,0.21,0.15,-0.65,2.031,0.595,-0.396,2.063,0.344,-0.459,294.1434,39.089779,12.403,12.419,12.398,12.501,12.572,11.955,11.903,11.873,,19.6075484,2.1e-06,39.088794,1.1e-05,-84.281,0.088,-3.55,0.039,0.092,9.9e-05,,,-9.298,0.068,0.202,0.071,9.301,0.068,-9.447,0.069,0.243,0.069,9.45,0.069,1
CONFIRMED,0,0,0,0,4.77800306,3.382e-06,-3.382e-06,124.061465,0.000588,-0.000588,2454957.061,0.000588,-0.000588,0.02,0.359,-0.02,2.7361,0.0184,-0.0184,473.0,4.6,-4.6,0.019376,0.000441,-0.00016,2.0886,0.0145,-0.62437,1.85,0.13,-0.14,0.0528,89.91,932.0,177.79,44.24,-37.22,13.6091,0.0945,-0.0945,0.0,0.0,0.186,0.5256,11.527626,83.910446,115.4,3,274.0,2.0,0.9611,5192.0,103.0,-103.0,4.489,0.066,-0.054,0.18,0.15,-0.15,0.873,0.065,-0.065,0.856,0.05,-0.041,299.13922,40.94902,13.04,13.692,13.009,12.761,12.692,11.702,11.292,11.221,0.373,19.942617,3.5e-06,40.948887,3.5e-05,0.12,0.14,-0.48,0.13,-4.4e-05,6.5e-05,3.2e-05,5.9e-05,0.14,0.1,-0.047,0.097,0.15,0.1,0.168,0.092,-0.28,0.12,0.32,0.12,0
FALSE POSITIVE,0,1,0,0,7.814839231,9.096e-06,-9.096e-06,357.519981,0.000793,-0.000793,2455190.52,0.000793,-0.000793,0.945,0.009,-0.007,3.0122,0.0644,-0.0644,2010.3,38.1,-38.1,0.052382,0.002091,-0.003191,0.24335,0.02158,-0.04249,5.33,1.69,-0.57,0.0771,84.12,903.0,156.74,151.68,-48.11,9.227,0.818,-0.818,0.0,0.0,0.2889,0.3511,14.304638,92.25623,100.0,1,147.0,1.0,0.5172,5887.0,184.0,-205.0,4.499,0.052,-0.208,-0.08,0.3,-0.3,0.931,0.297,-0.099,0.998,0.127,-0.127,294.02725,41.675968,15.452,16.005,15.408,15.215,15.106,14.228,13.891,13.92,0.0,19.6018557,2.5e-06,41.676429,2.7e-05,1.55,0.1,1.653,0.098,-0.00053,0.0003,-0.00598,0.00036,-0.07,0.31,4.72,0.41,4.72,0.41,1.767,0.088,2.758,0.086,3.275,0.095,1
FALSE POSITIVE,0,1,1,1,29.7452499,0.0003323,-0.0003323,157.38519,0.00938,-0.00938,2454990.385,0.00938,-0.00938,0.941,0.005,-0.007,22.695,0.46,-0.46,778.9,16.4,-16.4,0.03286,0.00047,-0.00064,0.0018,0.00026,-0.00022,3.6,0.51,-0.5,0.1792,77.61,557.0,22.74,8.65,-6.92,4.383,0.633,-0.633,0.0,0.0,0.186,0.5256,10.128938,34.874847,55.9,2,46.0,1.0,0.4912,5334.0,80.0,-80.0,4.372,0.127,-0.104,0.16,0.15,-0.1,1.004,0.141,-0.141,0.865,0.064,-0.032,297.75311,41.675991,15.259,15.899,15.233,14.986,14.84,13.868,13.452,13.346,0.0,19.850546,1e-05,41.68309,0.00012,13.63,0.41,25.57,0.44,-0.00999,0.00031,-0.01862,0.00034,,,,,,,,,,,,,1
CONFIRMED,0,0,0,0,5.32667299,1.962e-05,-1.962e-05,357.12617,0.00264,-0.00264,2455190.126,0.00264,-0.00264,0.043,0.403,-0.043,3.4045,0.0739,-0.0739,611.4,19.3,-19.3,0.022482,0.000824,-0.000368,1.2181,0.03799,-0.46845,2.26,0.74,-0.23,0.0601,89.8,1007.0,242.97,241.36,-73.2,12.225,0.381,-0.381,0.0,0.0,0.2622,0.4035,4.505171,27.617281,34.1,3,213.0,1.0,0.668,5831.0,184.0,-205.0,4.517,0.038,-0.212,0.0,0.25,-0.3,0.921,0.301,-0.094,1.016,0.115,-0.127,290.21518,41.77597,15.808,16.324,15.706,15.587,15.481,14.438,14.14,13.961,0.0,19.347704,1.3e-05,41.77609,0.00013,1.05,0.51,0.45,0.46,-0.00122,0.00031,-0.00029,0.00028,-0.07,0.15,-0.21,0.13,0.22,0.15,-0.13,0.14,-0.17,0.13,0.21,0.15,0
FALSE POSITIVE,0,1,0,0,0.741057213,1.16e-07,-1.16e-07,131.947273,0.000127,-0.000127,2454964.947,0.000127,-0.000127,1.26,0.88,-0.152,1.05299,0.00904,-0.00904,1996.3,10.7,-10.7,0.314771,0.867302,-0.142587,0.47291,0.62148,-0.05547,26.67,5.23,-2.23,0.0152,58.26,1730.0,2128.29,1300.15,-527.62,2.39,1.0,-1.0,0.0,0.0,0.2434,0.4341,5.4262776,48.94539,251.9,1,1805.0,1.0,0.9298,5496.0,166.0,-149.0,4.592,0.038,-0.12,-0.24,0.3,-0.3,0.776,0.152,-0.065,0.869,0.074,-0.102,291.07126,38.999039,14.489,15.037,14.433,14.253,14.179,13.212,12.796,12.728,0.151,19.4047489,2.3e-06,38.998983,2.3e-05,-0.099,0.096,-0.205,0.084,5e-05,0.00011,9e-05,0.00011,0.018,0.076,-0.073,0.072,0.075,0.072,-0.089,0.087,-0.084,0.073,0.122,0.081,1
FALSE POSITIVE,0,0,1,0,2.988085455,6.206e-06,-6.206e-06,133.27252,0.00172,-0.00172,2454966.273,0.00172,-0.00172,1.216,6.805,-0.017,3.68,0.114,-0.114,802.8,20.1,-20.1,0.246924,6.79581,-0.016688,0.02011,1.54892,-0.00301,21.81,5.07,-2.02,0.0392,54.96,1101.0,348.05,246.51,-94.24,2.12,1.1,-1.1,0.0,0.0,0.2396,0.4415,9.458786,38.012753,48.2,1,358.0,1.0,0.0,5497.0,164.0,-164.0,4.577,0.028,-0.152,-0.1,0.3,-0.3,0.809,0.188,-0.075,0.907,0.082,-0.101,294.07071,38.981331,15.381,16.004,15.323,15.113,14.956,14.015,13.662,13.529,0.0,19.6042175,8e-06,38.982556,9.8e-05,-20.84,0.33,4.41,0.35,0.01407,0.00023,-0.00347,0.00025,-5.254,0.083,1.008,0.069,5.35,0.083,-5.44,0.081,0.519,0.069,5.465,0.081,1
FALSE POSITIVE,0,1,1,0,2.783883492,2.349e-06,-2.349e-06,133.227846,0.000706,-0.000706,2454966.228,0.000706,-0.000706,1.255,5.838,-0.08,2.4546,0.0364,-0.0364,903.9,12.3,-12.3,0.286516,5.823135,-0.077667,0.05072,1.48855,-0.00571,67.17,10.17,-18.86,0.0406,62.83,1934.0,3304.55,1316.42,-1685.57,2.75,1.4,-1.4,0.0,0.0,0.2949,0.3354,10.538471,77.46429,86.1,1,379.0,1.0,0.0,6028.0,81.0,-81.0,3.835,0.217,-0.093,-0.32,0.15,-0.15,2.147,0.325,-0.603,1.148,0.106,-0.171,295.94055,38.876389,14.216,14.601,14.177,14.051,13.977,13.175,12.897,12.854,0.0,19.7293967,3.6e-06,38.875857,4.5e-05,1.12,0.15,-1.92,0.16,-0.0009,0.00015,0.00126,0.00018,0.893,0.081,-1.852,0.078,2.057,0.079,0.926,0.08,-1.903,0.083,2.116,0.082,1
FALSE POSITIVE,1,0,0,1,0.393727296,4.14e-07,-4.14e-07,178.587454,0.000885,-0.000885,2455011.587,0.000885,-0.000885,1.228,0.168,-0.113,3.02,0.129,-0.129,903.5,14.7,-14.7,0.261231,0.150736,-0.123162,0.25254,0.07949,-0.09321,23.05,5.79,-1.94,0.0101,15.47,2216.0,5746.51,4380.49,-1479.92,1.274,0.401,-0.401,0.0,0.0,0.2711,0.3858,3.7626855,7.880389,82.4,1,1207.0,1.0,0.984,5628.0,169.0,-169.0,4.575,0.04,-0.16,-0.22,0.3,-0.3,0.808,0.203,-0.068,0.903,0.093,-0.111,294.61893,38.611889,15.856,16.463,15.817,15.596,15.475,14.592,14.095,14.056,0.0,19.641323,4.4e-05,38.61313,0.00044,2.6,1.9,4.5,1.6,-0.00041,0.00031,-0.00083,0.00027,-1.95,0.58,-0.93,0.34,2.16,0.54,-1.99,0.57,-0.88,0.34,2.17,0.54,1
CONFIRMED,0,0,0,0,8.17242644,2.683e-05,-2.683e-05,361.20157,0.0024,-0.0024,2455194.202,0.0024,-0.0024,0.926,0.017,-0.648,3.902,0.141,-0.141,864.3,26.0,-26.0,0.033266,0.000847,-0.005804,0.11427,1.4555,-0.0263,3.29,0.44,-0.19,0.0779,82.8,858.0,127.95,45.45,-20.22,7.39,3.6,-3.6,0.0,0.0,0.2676,0.3928,5.596992,31.579298,37.0,1,105.0,1.0,0.0826,5705.0,76.0,-76.0,4.499,0.045,-0.113,-0.06,0.15,-0.15,0.905,0.121,-0.052,0.943,0.052,-0.063,293.87363,38.922482,15.24,15.756,15.185,15.019,14.96,14.093,13.698,13.695,0.067,19.591577,1.1e-05,38.92236,0.00012,0.09,0.47,-0.42,0.42,-0.00055,0.00041,0.00011,0.00037,0.03,0.36,0.03,0.2,0.04,0.37,-0.06,0.38,-0.02,0.19,0.06,0.4,0
CANDIDATE,0,0,0,0,1295.362215,0.008463,-0.008463,176.10646,0.00283,-0.00283,2455009.106,0.00283,-0.00283,1.3935,0.1826,-0.3363,28.297,0.259,-0.259,8708.0,82.9,-82.9,0.505204,0.16014,-0.33475,0.08885,0.00874,-0.00885,57.82,20.68,-9.44,2.2372,89.38,169.0,0.19,0.21,-0.07,199.0,19.6,-19.6,0.0,0.0,0.249,0.4256,,,164.0,2,,,,5609.0,159.0,-141.0,4.346,0.149,-0.233,-0.04,0.26,-0.24,1.048,0.375,-0.171,0.889,0.12,-0.064,291.03217,38.703911,14.215,14.789,14.159,13.969,13.879,12.918,12.546,12.472,,,,,,,,,,,,,,,,,,,,,,,,,,2
CONFIRMED,0,0,0,0,13.0607936,0.0001053,-0.0001053,137.63148,0.00577,-0.00577,2454970.631,0.00577,-0.00577,0.718,0.262,-0.49,3.215,0.195,-0.195,236.6,14.1,-14.1,0.015111,0.005684,-0.001135,1.22851,2.18168,-1.19934,1.45,0.38,-0.13,0.1075,88.16,734.0,68.66,53.04,-17.72,22.29,9.9,-9.9,0.0,0.0,0.2676,0.3928,4.2431974,16.736902,19.4,3,101.0,2.0,0.9054,5830.0,146.0,-161.0,4.54,0.044,-0.187,-0.14,0.3,-0.3,0.876,0.234,-0.078,0.97,0.099,-0.122,290.72867,37.252651,14.246,14.719,14.184,14.043,13.973,13.118,12.759,12.732,0.0,19.381929,1.7e-05,37.25283,0.00021,0.77,0.75,0.64,0.76,-0.00017,0.0002,-0.00041,0.0002,-0.13,0.48,0.08,0.58,0.16,0.53,0.03,0.48,0.13,0.55,0.13,0.52,0
CANDIDATE,0,0,0,0,4.2989201,2.01e-05,-2.01e-05,132.86187,0.00396,-0.00396,2454965.862,0.00396,-0.00396,0.972,0.032,-0.757,2.747,0.131,-0.131,237.6,13.7,-13.7,0.019694,0.001981,-0.005939,0.05666,3.20152,-0.0662,2.12,0.27,-0.27,0.0492,75.22,1046.0,283.62,100.01,-78.24,3.81,1.9,-1.9,0.0,0.0,0.186,0.5256,3.9862328,15.994445,20.0,1,314.0,1.0,0.102,5300.0,87.0,-71.0,4.385,0.132,-0.088,0.18,0.15,-0.15,0.986,0.124,-0.124,0.861,0.061,-0.031,291.14249,37.061321,14.613,15.224,14.534,14.352,14.287,13.284,12.909,12.835,0.0,19.4094849,9e-06,37.06078,0.00013,-0.62,0.39,-1.94,0.47,-0.000201,8.9e-05,-0.00045,0.00011,3.29,0.39,9.17,0.7,9.74,0.71,-0.68,0.39,0.09,0.77,0.69,0.37,2
FALSE POSITIVE,0,1,1,1,25.9518461,0.0001657,-0.0001657,154.88212,0.00592,-0.00592,2454987.882,0.00592,-0.00592,1.22,6.652,-0.163,14.581,0.3,-0.3,1058.5,19.1,-19.1,0.256824,6.671369,-0.152957,0.00223,0.05724,-0.00029,22.32,3.73,-1.99,0.1649,73.51,521.0,17.37,9.21,-4.44,4.3,2.1,-2.1,0.0,0.0,0.2043,0.4966,17.575855,42.296284,65.8,1,41.0,1.0,0.9951,5372.0,159.0,-143.0,4.584,0.03,-0.12,-0.06,0.3,-0.3,0.796,0.133,-0.071,0.892,0.07,-0.104,293.71075,38.983608,14.576,15.19,14.514,14.313,14.205,13.333,12.873,12.851,,19.5805997,7e-06,38.983405,6.7e-05,-4.93,0.29,-0.74,0.24,0.005,0.013,,,-6.42,0.58,-2.97,0.63,7.08,0.63,-6.46,0.58,-2.84,0.56,7.06,0.64,1
FALSE POSITIVE,0,1,1,1,25.9518536,0.0001408,-0.0001408,154.88278,0.00471,-0.00471,2454987.883,0.00471,-0.00471,1.25,6.981,-0.168,14.755,0.246,-0.246,2017.9,30.6,-30.6,0.30359,6.966209,-0.162298,0.00375,0.08122,-6e-05,24.6,3.55,-1.89,0.1598,75.84,494.0,14.09,6.64,-3.45,5.11,2.5,-2.5,0.0,0.0,0.2075,0.49,17.576548,54.20952,79.4,1,41.0,1.0,0.5536,5198.0,154.0,-154.0,4.604,0.036,-0.084,-0.18,0.3,-0.3,0.742,0.107,-0.057,0.813,0.074,-0.083,293.67657,38.991379,15.342,16.036,15.289,15.045,14.879,13.986,13.512,13.45,0.0,19.5784374,5.2e-06,38.991595,6.3e-05,-0.05,0.22,0.77,0.23,3e-05,0.00067,-0.00163,0.00079,-1.69,0.52,-0.98,0.52,1.95,0.68,-1.69,0.6,-0.9,0.56,1.91,0.76,1
FALSE POSITIVE,0,0,0,0,5.68628739,1.227e-05,-1.227e-05,135.89269,0.00177,-0.00177,2454968.893,0.00177,-0.00177,0.8548,0.0102,-0.0081,17.573,0.156,-0.156,5559.7,33.8,-33.8,0.043076,0.000601,-0.000507,0.0031,0.00014,-0.00022,4.5,1.67,-0.53,0.0607,60.73,1059.0,297.81,325.61,-91.68,1.7434,0.0787,-0.0787,0.0,0.0,0.2975,0.3284,,,414.4,1,,,,6052.0,162.0,-177.0,4.442,0.079,-0.268,-0.4,0.28,-0.28,0.956,0.356,-0.112,0.923,0.12,-0.098,290.77863,37.564079,14.378,14.829,14.335,14.185,14.094,13.22,12.912,12.875,,,,,,,,,,,,,,,,,,,,,,,,,,1
FALSE POSITIVE,0,1,0,0,15.663886949,7.055e-06,-7.055e-06,147.395712,0.000363,-0.000363,2454980.396,0.000363,-0.000363,0.985,0.092,-0.055,2.4775,0.0289,-0.0289,5144.4,39.3,-39.3,0.112808,0.070979,-0.02906,1.2043,0.47405,-0.18998,27.36,3.78,-7.02,0.1382,87.74,1060.0,298.77,119.96,-146.4,25.0,9.8,-9.8,0.0,0.0,0.2865,0.3671,60.038128,292.2909,175.9,1,42.0,1.0,0.1018,5996.0,119.0,-119.0,3.901,0.196,-0.07,0.24,0.15,-0.1,2.221,0.307,-0.57,1.43,0.124,-0.213,289.87347,43.203838,13.439,13.801,13.392,13.284,13.261,12.41,12.111,12.086,,19.3248963,1e-06,43.203834,1.2e-05,-0.067,0.039,-0.022,0.041,,,0.00012,0.00042,-0.002,0.073,-0.008,0.068,0.008,0.069,-0.033,0.076,-0.005,0.071,0.034,0.075,1
